시설물명,주소,교량형식,교량연장,차로수,경간수,최대경간수,,
고한2교(상),강원도 정선군 고한읍 ,P.S.C Beam,420,2,14,30,,
광동교,강원도 삼척시 하장면 광동리,RC슬래브교(RCS),105,2,7,15,,
토산교,강원도 삼척시 하장면 토산리,RC슬래브교(RCS),150,2,10,15,,
마지3교,강원도 평창군 평창읍 마지리 ,P.S.C Beam,105,2,3,35,,
응암1교,강원도 평창군 평창읍 마지리 ,DR P.S.C Girder,270,2,6,45,,
연당육교(하),강원도 영월군 남면 연당리 ,P.S.C I형교,150,2,5,30,,
연당4교(하),강원도 영월군 남면 연당리 ,P.S.C I형교,270,2,9,30,,
덕포2교(하),강원도 영월 영월 영흥,강박스거더교(STB),350,2,7,50,,
연하1교(상),강원도 영월군 영월읍 연하리,강박스거더교(STB),150,2,4,45,,
지장천1교(상),강원도 정선군 사북읍 ,강박스거더교(STB),450,2,10,45,,
사북1교(상),강원도 정선군 사북읍 ,강박스거더교(STB),200,2,5,40,,
증산과선교(하),강원도 정선군 남면 무릉리 ,강박스거더교(STB),210,3,5,50,,
묵산2교(상),강원도 정선군 남면 무릉리 ,P.S.C Beam,150,2,5,30,,
묵산2교(하),강원도 정선군 남면 무릉리 ,P.S.C Beam,150,2,5,30,,
묵산4교,강원도 정선군 남면 무릉리 ,P.S.C Beam,120,4,4,30,,
묵산5교(상),강원도 정선군 남면 무릉리 ,강박스거더교(STB),180,2,5,40,,
묵산5교(하),강원도 정선군 남면 무릉리 ,강박스거더교(STB),195,2,5,45,,
연당2교(상),강원도 영월군 남면 연당리 ,강박스거더교(STB),300,2,6,50,,
쌍용1교(상),강원도 영월군 서면 쌍용리 ,강박스거더교(STB),405,2,9,45,,
쌍용1교(하),강원도 영월군 서면 쌍용리 ,강박스거더교(STB),405,2,9,45,,
상거노교(하),강원도 삼척시 미로면 상거노리,강합성 상자형교,500,2,10,50,,
차구교(하),강원도 삼척시 도계읍 고사리 ,DR-P.S.C BEAM,206.5,2,6,41.3,,
차구교(상),강원도 삼척시 도계읍 고사리 ,DR-P.S.C BEAM,211.5,2,6,41.3,,
고사2교(상),강원도 삼척시 도계읍 산기리 ,PC빔교(PC I),153,2,5,35.1,,
송계교,강원도 정선군 임계면 봉산리,RC슬래브교(RCS),146.9,2,10,15,,
고사2교(하),강원도 삼척시 도계읍 산기리 ,PC빔교(PC I),105,2,3,35,,
발이1교(상),강원도 삼척시 도계읍 발이리 ,강박스거더교(STB),259,2,6,49.7,,
광하교,강원도 정선군 정선읍 광하리 28-3,Steel Box Girder교,184,2,4,49,,
소탄교,강원도 정선군 정선읍 광하리 762,PSC e-Beam교,157,2,4,43.5,,
내덕교,강원도 영월군 상동읍 내덕리,RC슬래브교(RCS),100,2,6,17.5,,
상방림교,강원도 평창군 방림읍 방림리,PC빔교(PC I),128.3,2,5,26.2,,
평창교,강원도 평창군 평창읍 천변리,PC빔교(PC I),153.4,2,5,30.7,,
하안미교,강원도 평창군 방림읍 하안미리,RC슬래브교(RCS),108,2,7,16,,
월탄교,강원도 정선군 임계면 낙천리,PC빔교(PC I),161.2,2,8,20.2,,
혈천교,강원도 정선군 임계면 낙천리,RC슬래브교(RCS),150,2,10,15,,
나전교(42),강원도 정선군 북평 나전리,PC빔교(PC I),150,2,5,30,,
대평1교(상),강원도 삼척시 신기면 대평리 ,IPC 거더교,120.6,2,3,40.2,,
연덕교,강원도 영월군 북면 연덕리 ,P.S.C Beam교,120,2,4,30,,
가수2교,강원도 정선군 정선읍 가수리 산 58-1,PSC e-Beam,140,2,4,35,,
봉정교,강원도 정선군 북면 봉정리 ,RC슬래브교(RCS),190,2,7,30,,
북평교,강원도 정선군 북평면 북평리 ,PC슬래브교(PCS),223,2,7,35,,
자개3교,강원도 정선군 북면 ,PC박스거더교(PCB),50,2,1,50,,
이절잠수교,강원도 정선군 정선읍 송오안길 49-26,RC라멘,145,2,10,14.5,,
반천1교,강원도 정선군 임계면 반천리,P.S.C Beam,130,2,4,32.5,,
신남평교,강원도 정선군 북평면 남평리 989,RC RAHMEN,159,2,3,53,,
광덕교,강원도 정선군 남면 광덕리 산15-1,RC슬래브교(RCS),100.2,2,3,33.4,,
덕송교,강원도 정선군 정선읍 덕송리 130-3,PC빔교(PC I),200,2,5,40,,
반천대교,강원도 정선군 임계면 반천리,PC빔교(PC I),180,2,6,30,,
문곡교,강원도 정선군 북평면 ,프리플렉스빔교(PF),190,2,4,47.5,,
등천과선교,전라북도 정읍시 입암면 등천리 ,강박스거더교(STB),110,2,3,50,,
붕래교(상),전라북도 정읍시 금붕동 ,스틸 박스교,190,2,4,50,,
붕래교(하),전라북도 정읍시 금붕동 ,스틸 박스교,190,2,4,50,,
태인육교,전라북도 정읍시 태인면 오봉리 ,강박스거더교(STB),50,4,1,50,,
농소육교(상),전라북도 정읍시 농소동 648-1,PC박스거더교(PCB),50,2,1,50,,
매정교,전라북도 정읍시 태인면 오류리 ,프리플렉스빔교(PF),140,2,4,35,,
매죽2교,전라북도 정읍시 산내면 매죽리 991,RC슬래브교(RCS),120,2,8,15,,
무성교,전라북도 정읍시 칠보면 무성리,RC슬래브교(RCS),110,2,10,11,,
풍월교,전라북도 정읍시 영원면 풍월리 ,PC슬래브교(PCS),150,2,5,30,,
거산교,전라북도 정읍시 태인면 거산리,RC중공슬래브교(RCH),110,2,6,18.3,,
궁사교,전라북도 정읍시 신태인읍 구석리 439-21,RC슬래브교(RCS),120,2,8,15,,
행정교,전라북도 정읍시 옹동면 산성리 263-4,RC슬래브교(RCS),114,2,8,42,,
정읍교,전라북도 정읍시 농소동 ,RC슬래브교(RCS),140,4,8,18,,
정읍천대교,전라북도 정읍시 덕천면 달천리,PC빔교(PC I),252,2,8,30,,
과교입체교,전라북도 정읍시 과교동 과교마을앞,PC빔교(PC I),419.6,2,10,28,,
추령교,전라북도 정읍시  ,라멘교(RA),170,2,17,30,,
상평교,전라북도 정읍시 상평동 ,프리플렉스빔교(PF),126,2,3,42,,
오산교,전라북도 정읍시 이평면 오산리,PC빔교(PC I),240,2,8,30,,
승방육교,전라북도 정읍시 감곡면 승방리,RCT빔교(RCT),228,2,5,27,,
평화교,제주특별자치도 서귀포시 표선면 하천리 2601,RC슬래브교(RCS),104,4,7,15,,
추자교,제주특별자치도 제주시 추자면 영흥리 ,PC빔교(PC I),212,2,7,30,,
제주 고가도로,제주특별자치도 제주시 공항로 2 (용담이동),RC슬래브교(RCS),624,6,9,135,,
길아천교량,강원도 원주시 판부면 금대2리,강박스거더교(STB),185,0,5,37,,
대랑교,충청북도 제천시 대랑동 43-8전,PSC BEAM,310,2,8,135,,
하시교,충청북도 단양군 매포읍 하시리 201-1전,PSC박스거더교,240,2,6,40,,
매포천교,충청북도 단양군 매포읍 하시리 243-8답,PSC박스거더교,160,2,4,40,,
장평천교,충청북도 제천시 영천동 2161제,프리플렉스빔교(PF),108,3,4,27,,
안동교,충청북도 단양군 매포읍 안동리 149-6전,P.S.C Beam,200,2,8,25,,
장평천교,충청북도 제천시 화산동 2161,PF BEAM교,108,2,4,27,,
조동천교량,강원도 정선군 신동읍 조동리,라멘교,126.8,0,5,6.3,,
삼탄천교(상),충청북도 충주시 산척면 명서리,RCT빔교(RCT),318.1,1,16,19.9,,
명암천교(상),충청북도 충주시 명서리 ,강판형교(SPG),124.2,1,6,23,,
장열천,강원도 정선군 북평면 ,P.S.C Beam,300,1,12,25,,
여량천2,강원도 정선군 북면 ,프리플렉스빔교(PF),140,1,7,20,,
가평천,강원도 정선군 북평면 ,P.S.C Beam,225,1,9,25,,
덕상천교량,충청북도 단양군 단양읍 덕상리,트러스교(TR),193.5,2,4,71,,
달천천제2교(하),충청북도 충주시 용광동 ~달천동,강판형교(SPG),251.9,1,11,23.1,,
달천천제2교(상),충청북도 충주시 용광동 ~달천동,강판형교(SPG),251.9,1,11,23.1,,
남한강교(하),충청북도 충주시 용탄동 ~동량면 조동리,강판형교(SPG),420.7,1,15,32.5,,
남한강교(상),충청북도 충주시 용탄동 ~동량면 조동리,강판형교(SPG),426.3,1,15,32.5,,
주포천제2교량,충청북도 제천시 봉양읍 옥전리,강판형교(SPG),108.6,1,8,13.6,,
강제고가교,충청북도 제천시 강제동 282,PSC BEAM,1652,1,62,55,,
제천천제3교,충청북도 제천시 봉양읍 연박리,강판형교(SPG),119.4,1,6,19.9,,
영월강교량,강원도 영월군 영월읍 영흥리,PC빔교(PC I),1134.3,0,39,29.1,,
동남천1교량,강원도 정선군 남면 무릉리,강판형교(SPG),107,0,8,13.6,,
동남천8교량,강원도 정선군 남면 낙동리,RCT빔교(RCT),160.5,0,12,12,,
동명천교량,강원도 정선군 정선읍 신월리,RCT빔교(RCT),119.4,0,9,12,,
오대천교량,강원도 정선군 북평면 나전리,RCT빔교(RCT),106.5,1,8,12,,
여량천1교량,강원도 정선군 북면 장열리,강판형교(SPG),157.6,0,8,18.3,,
대곡천교량,강원도 정선군 북면 유천리,강판형교(SPG),242.1,0,18,12.1,,
평창강교량,강원도 영월군 남면 광천리,강판형교(SPG),159.7,0,7,21.3,,
초리천1교량,강원도 영월군 영월읍 두평리,강판형교(SPG),105.2,0,6,18.3,,
신동천교량,강원도 정선군 신동읍 방제리,RCT빔교(RCT),105.9,0,8,12,,
제천천제2교(복),충청북도 제천시 봉양읍 공전리,RCT빔교(RCT),199.8,2,15,13.3,,
송월천교량,강원도 정선군 정선읍 애산리,강판형교(SPG),207.8,0,8,24.1,,
판부천교량,강원도 원주시 판부면 ,T형거더교+라멘교,120.6,1,12,13.4,,
매곡천교량,충청북도 제천시 봉양읍 팔송리,아치교(AR),123.7,1,15,10.7,,
삼원고가교,충청북도 충주시 칠금동 ,PC슬래브교(PCS),981,2,43,23,,
진소천교(하),충청북도 충주시 산척면 석천리-충청북도 제천시 백운면 애련리,강판형교(SPG),161.3,1,12,13.6,,
진소천교(상),충청북도 충주시 산척면 석천리 -충청북도 제천시 백운면 애련리,강판형교(SPG),161.3,1,12,13.6,,
제천천제1교(상하),충청북도 제천시 봉양읍 공전리,강판형교(SPG),177.5,1,9,19.9,,
옥순대교,충청북도 제천시 수산면 지곡리,트러스교(TR),450,2,6,130,,
장지육교,충청북도 제천시 신동 ,강박스거더교(STB),50,1,1,50,,
동막IC1교,충청북도 제천시 송학면 무도리,강박스거더교(STB),50.1,2,1,50,,
동막IC2교,충청북도 제천시 송학면 무도리,강박스거더교(STB),50.1,2,1,50,,
신동대교,충청북도 제천시 신동 ,RC슬래브교(RCS),115,2,7,17.5,,
연박2교,충청북도 제천시 봉양읍 연박리 ,RC슬래브교(RCS),108,2,8,14,,
팔송교,충청북도 제천시 봉양읍 팔송리,RC슬래브교(RCS),100,2,8,7.5,,
단청교,충청북도 제천시 청풍면 단리,PC빔교(PC I),153,2,5,30.6,,
구곡교,충청북도 제천시 봉양읍 구곡리,RC슬래브교(RCS),105,2,5,7.5,,
굴탄교,충청북도 제천시 봉양읍 구곡리,RC슬래브교(RCS),128,2,9,14.3,,
제천JCT교(부산),충청북도 제천시 금성면 월림리 418-1,P.C.T GIRDER,125,2,3,57.5,,
제천JCT교(춘천),충청북도 제천시 금성면 월림리 418-1,P.C.T GIRDER,125,2,3,57.5,,
각기2교(부산),충청북도 단양군 적성면 각기리 산 23-8,PC빔교(PC I),180,2,6,30,,
학산교(부산),충청북도 제천시 봉양읍 학산리 84,PC빔교(PC I),420,2,14,30,,
판부4교,강원도 원주시 판부면 금대리 산 93-7,PC빔교(PC I),235,2,8,30,,
각기2교(춘천),충청북도 단양군 적성면 각기리 산 23-8,PC빔교(PC I),180,3,6,30,,
단양IC1교(부산),충청북도 단양군 대강면 두음리 251-9,강판형교(SPG),200,2,5,45,,
북상2교(춘천),충청북도 단양군 단성면 북상리 산 9-17,PC슬래브교(PCS),180,2,6,30,,
상리교(춘천),충청북도 단양군 적성면 상리 113,PC빔교(PC I),120,2,4,30,,
봉양육교(부산),충청북도 제천시 봉양읍 봉양리 29-3,PC빔교(PC I),240,2,8,30,,
명도1교(부산),충청북도 제천시 봉양읍 명도리 114-16,PC빔교(PC I),420,2,14,30,,
명도2교(부산),충청북도 제천시 봉양읍 명도리 97-17,PC박스거더교(PCB),450,2,15,30,,
명암1교(부산),충청북도 제천시 봉양읍 명암리 642-2,PC빔교(PC I),120,2,4,30,,
명암2교(부산),충청북도 제천시 봉양읍 명암리 585-2,PC빔교(PC I),120,2,4,30,,
명암3교(부산),충청북도 제천시 봉양읍 명암리 583-4,PC빔교(PC I),270,2,9,30,,
금대1교(부산),강원도 원주시 판부면 금대리 산 196-1,PC슬래브교(PCS),120.5,2,4,32.5,,
금대2교(부산),강원도 원주시 판부면 금대리 산 212-7,PC슬래브교(PCS),119.5,2,4,32.5,,
금대3교(부산),강원도 원주시 판부면 금대리 산 220-3,PC빔교(PC I),180,2,6,30,,
금대4교(부산),강원도 원주시 판부면 금대리 산 236-1,PC슬래브교(PCS),120.5,2,4,32.5,,
관설1교(부산),강원도 원주시 관설동 790-1,PC슬래브교(PCS),238.4,2,8,30,,
관설2교(부산),강원도 원주시 관설동 751-1,PC빔교(PC I),240,2,8,30,,
서곡교(부산),강원도 원주시 판부면 서곡리 산 39-2,변단면 콘크리트교,103.2,2,4,40,,
단양IC1교(춘천),충청북도 단양군 대강면 두음리 251-9,강판형교(SPG),200,2,5,45,,
장평천4교,충청북도 제천시 봉양읍 장평리 202-25,강박스거더교(STB),150,2,4,45,,
중전교(춘천),충청북도 제천시 금성면 중전리 78-4,PC빔교(PC I),360,2,12,30,,
대가2교(부산),충청북도 단양군 적성면 대가리 252,PC빔교(PC I),120,2,4,30,,
대가3교(부산),충청북도 단양군 적성면 대가리 302-6,PC빔교(PC I),120,2,5,30,,
하원곡1교(부산),충청북도 단양군 적성면 하원곡리 23-2,PC빔교(PC I),150,2,6,30,,
백운2교(부산),강원도 원주시 판부면 금대리 산 143-3,PC빔교(PC I),150,2,5,30,,
대가3교(춘천),충청북도 단양군 적성면 대가리 302-6,PC빔교(PC I),120,2,5,30,,
하원곡1교(춘천),충청북도 단양군 적성면 하원곡리 23-2,PC빔교(PC I),150,2,6,30,,
제천JCT4교,충청북도 제천시 금성면 월림리 396-1,STEEL BOX GIRDER,52,1,1,52,,
제천IC2교,충청북도 제천시 봉양읍 장평리 1051-58,강박스거더교(STB),50,1,1,50,,
백운4교(춘천),강원도 원주시 판부면 금대리 산 176-1,강판형교(SPG),299.1,2,5,59.9,,
단양대교(부산),충청북도 단양군 단성면 산 2-22,PC박스거더교(PCB),440,2,5,110,,
장평교(부산),충청북도 제천시 봉양읍 장평리 218-6,강박스거더교(STB),50,3,1,50,,
장평교(춘천),충청북도 제천시 봉양읍 장평리 218-6,강박스거더교(STB),50,3,1,50,,
제천IC1교(부산),충청북도 제천시 봉양읍 장평리 606-1,프리플렉스빔교(PF),50,2,1,50,,
제천IC1교(춘천),충청북도 제천시 봉양읍 장평리 606-1,프리플렉스빔교(PF),50,2,1,50,,
금성교(춘천),충청북도 제천시 금성면 중전리 241-10,강박스거더교(STB),830.6,2,17,50,,
남조천교(부산),충청북도 단양군 대강면 두음리 산 21-27,강박스거더교(STB),380,2,8,50,,
단양대교(춘천),충청북도 단양군 단성면 산 2-22,PC박스거더교(PCB),440,2,5,110,,
주포천교(춘천),강원도 원주시 신림면 신림리 543-16,PC박스거더교(PCB),190.8,2,4,52.4,,
원주대교,강원도 원주시 판부면 금대리 산 76-1,강박스거더교(STB),640.2,2,12,67,,
주포천교(부산),강원도 원주시 신림면 신림리 543-16,PC박스거더교(PCB),190.6,2,4,52,,
백운1교(부산),강원도 원주시 판부면 금대리 산 108-3,아치교(AR),180,2,3,80,,
백운4교(부산),강원도 원주시 판부면 금대리 산 176-1,강 I 빔교(ST I),299,2,5,59.9,,
소야교(춘천),충청북도 단양군 적성면 소야리 32,PC빔교(PC I),330,2,11,30,,
판부5교,강원도 원주시 판부면 금대리 산 103-2,강박스거더교(STB),265,3,5,55,,
백운1교(춘천),강원도 원주시 판부면 금대리 산 108-1,아치교(AR),106.8,2,3,36.6,,
대가2교(춘천),충청북도 단양군 적성면 대가리 252,PC빔교(PC I),120,2,4,30,,
제천JCT3교,충청북도 제천시 금성면 월림리 151-2,IT GIRDER,240,2,6,40,,
남조천교(춘천),충청북도 단양군 대강면 두음리 산 21-27,강박스거더교(STB),380,2,8,50,,
금성교(부산),충청북도 제천시 금성면 중전리 241-10,강박스거더교(STB),830.6,2,17,50,,
장평천1교(춘천),충청북도 제천시 봉양읍 장평리 218-6,PC빔교(PC I),150.5,2,5,30.1,,
장평천2교,충청북도 제천시 봉양읍 장평리 218-6,PC빔교(PC I),181.1,1,6,30.3,,
장평천3교,충청북도 제천시 봉양읍 장평리 218-6,PC빔교(PC I),153.1,1,5,30.7,,
봉양육교(춘천),충청북도 제천시 봉양읍 봉양리 29-3,PC빔교(PC I),240,2,8,30,,
명도1교(춘천),충청북도 제천시 봉양읍 명도리 114-16,PC빔교(PC I),425.5,2,14,30.4,,
명도2교(춘천),충청북도 제천시 봉양읍 명도리 97-17,PC빔교(PC I),451.1,2,15,30.4,,
명암1교(춘천),충청북도 제천시 봉양읍 명암리 642-2,PC빔교(PC I),120.4,2,4,30.2,,
명암2교(춘천),충청북도 제천시 봉양읍 명암리 585-2,PC빔교(PC I),120.5,2,4,30.3,,
명암3교(춘천),충청북도 제천시 봉양읍 명암리 583-4,PC빔교(PC I),270.9,2,9,30.2,,
서곡교(춘천),강원도 원주시 판부면 서곡리 산 39-2,변단면 콘크리트교,100.2,2,4,40,,
금대3교(춘천),강원도 원주시 판부면 금대리 산 220-1,PC빔교(PC I),150,2,5,30,,
금대4교(춘천),강원도 원주시 판부면 금대리 산 236-1,RC중공슬래브교(RCH),120,2,6,20,,
관설1교(춘천),강원도 원주시 관설동 790-1,PC슬래브교(PCS),238.4,2,8,30,,
