시설물명,주소,교량형식,교량연장,차로수,경간수,최대경간수,,
문주1교(창원),충청북도 충주시 대소원면 문주리 ,PC빔교(PC I),420,2,14,30,,
문주2교(양평),충청북도 충주시 대소원면 문주리 ,PC빔교(PC I),300,2,10,30,,
문주2교(창원),충청북도 충주시 대소원면 문주리 ,PC빔교(PC I),360,2,12,30,,
두정교(양평),충청북도 충주시 대소원면 두정리 ,PC빔교(PC I),300,2,10,30,,
두정교(창원),충청북도 충주시 대소원면 두정리 ,PC빔교(PC I),300,2,10,30,,
온수교(양평),충청북도 충주시 대소원면 완오리 ,PC빔교(PC I),120,3,4,30,,
하구암2교(양평),충청북도 충주시 중앙탑면 하구암리 ,PC빔교(PC I),300,2,10,30,,
가정교(창원),충청북도 충주시 대소원면 완오리 ,PC빔교(PC I),120,2,4,30,,
행촌교(양평),충청북도 괴산군 연풍면 행촌리 ,강박스거더교(STB),398,2,8,49.8,,
유상교(창원),충청북도 괴산군 연풍면 유상리 ,PC빔교(PC I),150,2,5,30,,
하구암1교(창원),충청북도 충주시 중앙탑면 하구암리 ,PC빔교(PC I),180,2,6,30,,
북충주IC1교(진출),충청북도 충주시 노은면 신효리 ,프리플렉스빔교(PF),105,2,3,35,,
안금천교(창원),경기도 여주시 가남읍 안금리 ,PC빔교(PC I),150,4,5,30,,
신효1교(창원),충청북도 충주시 노은면 신효리 ,강박스거더교(STB),105,2,3,45,,
용전1교(양평),충청북도 충주시 중앙탑면 용전리 ,PC빔교(PC I),240,3,8,30,,
충주IC2교(진입),충청북도 충주시 대소원면 장성리 ,강박스거더교(STB),285,2,6,47.5,,
단평3교(양평),충청북도 음성군 감곡면 단평리 ,PC빔교(PC I),300,2,10,30,,
문촌3교(양평),충청북도 음성군 감곡면 문촌리 ,강박스거더교(STB),140,2,4,40,,
온수교(창원),충청북도 충주시 대소원면 완오리 ,PC빔교(PC I),120,2,4,30,,
단평3교(창원),충청북도 음성군 감곡면 단평리 ,PC빔교(PC I),300,2,10,30,,
수룡교(양평),충청북도 충주시 노은면 수룡리 ,PC빔교(PC I),180,3,6,30,,
문촌1교(양평),충청북도 음성군 감곡면 문촌리 ,PC빔교(PC I),180,2,6,30,,
하구암2교(창원),충청북도 충주시 중앙탑면 하구암리 ,PC빔교(PC I),300,2,10,30,,
유상교(양평),충청북도 괴산군 연풍면 유상리 ,PC빔교(PC I),180,2,6,30,,
수룡교(창원),충청북도 충주시 노은면 수룡리 ,PC빔교(PC I),180,3,6,30,,
안금천교(양평),경기도 여주시 가남읍 안금리 ,PC빔교(PC I),150,4,5,30,,
연대교(창원),경기도 여주시 가남읍 연대리 ,PC빔교(PC I),180,2,6,30,,
감곡IC5교(진출),충청북도 음성군 감곡면 상우리 ,프리플렉스빔교(PF),105,2,3,35,,
연대교(양평),경기도 여주시 가남읍 연대리 ,PC빔교(PC I),180,2,6,30,,
문촌1교(창원),충청북도 음성군 감곡면 문촌리 ,PC빔교(PC I),180,2,6,30,,
상우1교(창원),충청북도 음성군 감곡면 상우리 ,PC빔교(PC I),270,2,9,30,,
문촌3교(창원),충청북도 음성군 감곡면 문촌리 ,강박스거더교(STB),140,2,4,40,,
충주IC2교(진출),충청북도 충주시 대소원면 장성리 ,강박스거더교(STB),285,2,6,47.5,,
하구암1교(양평),충청북도 충주시 중앙탑면 하구암리 ,PC빔교(PC I),180,2,6,30,,
감곡IC1교,충청북도 음성군 감곡면 상우리 ,강박스거더교(STB),100,1,3,40,,
신효2교(창원),충청북도 충주시 노은면 신효리 ,PC빔교(PC I),240,2,8,30,,
신효2교(양평),충청북도 충주시 노은면 신효리 ,PC빔교(PC I),240,2,8,30,,
용전1교(창원),충청북도 충주시 중앙탑면 용전리 ,PC빔교(PC I),240,3,8,30,,
금당교(창원),경기도 여주시 가남읍 금당리 ,PC빔교(PC I),270,2,9,30,,
추점2교(양평),충청북도 괴산군 장연면 추점리 ,PC빔교(PC I),120,2,4,30,,
추점2교(창원),충청북도 괴산군 장연면 추점리 ,PC빔교(PC I),120,2,4,30,,
남달천교(양평),충청북도 괴산군 장연면 조곡리 ,PC박스거더교(PCB),449.5,2,9,49.9,,
문주4교(양평),충청북도 괴산군 장연면 조곡리 ,PC빔교(PC I),360,2,12,30,,
문주4교(창원),충청북도 괴산군 장연면 조곡리 ,PC빔교(PC I),360,2,12,30,,
오가1교(창원),충청북도 괴산군 장연면 오가리 ,강박스거더교(STB),449.3,2,9,49.9,,
원향사지교(양평),경기도 여주시 점동면 원부리 ,프리플렉스빔교(PF),120,2,3,40,,
원향사지교(창원),경기도 여주시 점동면 원부리 ,프리플렉스빔교(PF),120,2,3,40,,
금당교(양평),경기도 여주시 가남읍 금당리 ,PC빔교(PC I),270,2,9,30,,
감곡IC5교(진입),충청북도 음성군 감곡면 상우리 ,프리플렉스빔교(PF),105,2,3,35,,
상우1교(양평),충청북도 음성군 감곡면 상우리 ,PC빔교(PC I),270,3,9,30,,
신효1교(양평),충청북도 충주시 노은면 신효리 ,강박스거더교(STB),105,2,3,45,,
가정교(양평),충청북도 충주시 대소원면 완오리 ,PC빔교(PC I),120,2,4,30,,
단평2교(창원),충청북도 음성군 감곡면 단평리 ,PC빔교(PC I),120,2,4,30,,
단평2교(양평),충청북도 음성군 감곡면 단평리 ,PC빔교(PC I),120,2,4,30,,
단평1교(창원),충청북도 음성군 감곡면 단평리 ,PC빔교(PC I),300,2,10,30,,
단평1교(양평),충청북도 음성군 감곡면 단평리 ,PC빔교(PC I),300,2,10,30,,
부산영도대교,부산광역시 중구 중앙동7가 ,플레이트거더,214.8,6,11,31.3,,
영도고가교,부산광역시 영도구 영선대로 영도고가로,복합트러스교(PCT),2432,4,35,80,,
광안대교,부산광역시 수영구 남천동 49호광장,현수교(SU),8428.6,8,125,500,,
동명고가교,부산광역시 남구 북항로 254-61,강박스거더교(STB),670,4,12,60,,
남항대교,부산광역시 서구 암남동 ~영도구 신선동,강박스거더교(STB),1941,4,26,160,,
문점1교(심곡1교),인천광역시 서구 연희동 ,PSC BOX GIRDER,135,6,3,55,,
심곡교(심곡3교),인천광역시 서구 연희동 ,I.P.C GIRDER교,225,4,5,45.5,,
공촌4교(공촌1교),인천광역시 서구 경서동 ,사장교(CS),300.5,6,3,170,,
청라5교(내부수로13교),인천광역시 서구 연희동 ,라멘교(RA),50,6,1,50,,
청라6교(내부수로14교),인천광역시 서구 연희동 ,라멘교(RA),50,4,1,50,,
직사교,제주특별자치도 서귀포시 상효동 1053,R.P.F 합성형교,135,4,3,45,,
중문2교,제주특별자치도 서귀포시 중문동 1034,PC빔교(PC I),103.1,4,4,25.8,,
법호촌교,제주특별자치도 서귀포시 상효동 1069,강박스거더교(STB),50,4,1,50,,
제3산록교,제주특별자치도 서귀포시 도순동 산76,RC슬래브교(RCS),105,2,7,15,,
제4산록교,제주특별자치도 서귀포시 도순동 산23-2,RC슬래브교(RCS),151,2,10,15,,
제8산록교,제주특별자치도 서귀포시 상효동 1550-12,강박스거더교(STB),100,2,3,40,,
제7산록교,제주특별자치도 서귀포시 상효동 2286,강박스거더교(STB),105,2,7,15,,
한도교,제주특별자치도 서귀포시 성산읍 성산리 347-5,RC중공슬래브교(RCH),160.6,2,9,24.2,,
두구교(신),부산광역시 금정구 두구동 870-1,PC슬래브교(PCS),132,1,11,12,,
두구교(구),부산광역시 금정구 두구동 870-1,RCT빔교(RCT),132,1,11,12,,
왜관교,경상북도 칠곡군 왜관읍 석전리 807-2,RC슬래브교(RCS),510,2,17,30,,
연화I.C1교,경상북도 칠곡군 지천면 연화리 906-1,강박스거더교(STB),127.7,4,3,47.7,,
중량교,경기도 수원시 영통구 원천동 598,합성형 거더교,100,6,2,50,,
하동IC고가차도,경기도 수원시 영통구 하동 1049-2,강박스거더교(STB),350,4,6,60,,
하동IC램프1,경기도 수원시 영통구 하동 896-2,강박스거더교(STB),350,2,6,65,,
영통고가차도,경기도 수원시 영통구 영통동 1069,강 I 빔교(ST I),400,4,8,50,,
원천1교,경기도 수원시 영통구 매탄4동 1228-5,Preflex Beam,138,6,3,46,,
산복교,부산광역시 중구 보수동1가 59,RCT빔교(RCT),113,2,19,6,,
안심고가교,대구광역시 동구 대림로 119 (대림동),PC빔교(PC I),473.1,2,18,36.3,,
창인리 철도교량,전라북도 임실군 관촌면 병암리 253-6번지,PC빔교(PC I),385.5,4,15,25.7,,
교포교,경기도 평택시 오성면 창내리 136-300,PC박스거더교(PCB),1000,1,17,130,,
숙천고가교,대구광역시 동구 대림로 119 (대림동),PC빔교(PC I),801,2,32,81.1,,
청강과선교,부산광역시 기장군 기장읍 청강리 669-8번지 일원,PSC빔교,100,2,4,25,,
취봉과선교,부산광역시 기장군 일광면 이천리 670-13번지 일원,S.T BOX,284.9,2,9,44.9,,
후동과선교,부산광역시 기장군 일광면 삼성리 393-9번지 일원,PF빔교,175,2,7,25,,
동산육교,전라북도 전주시 덕진구 고랑동 1136-3,강판형교(SPG),256,4,7,55,,
회포대교,전라북도 전주시 덕진구 전미동1가 201-2,강박스거더교(STB),707,4,12,60,,
동산고가다리,전라북도 전주시 덕진구 고랑동 611-60,강박스거더교(STB),130,4,3,50,,
신풍교,전라북도 전주시 덕진구 팔복동1가 711-2(제),PC빔교(PC I),202.9,4,5,40.7,,
전북혁신도시 조촌천2교(찰방교),전라북도 전주시 완산구 중동 839,강 I 빔교(ST I),50,4,1,50,,
반월고가다리,전라북도 전주시 덕진구 반월동 621-52,강박스거더교(STB),50,5,1,50,,
대흥육교,전라북도 전주시 덕진구 성덕동 163-1,강박스거더교(STB),152.5,2,3,62.5,,
삼례교,전라북도 전주시 덕진구 화전동 969-6,PC빔교(PC I),570,4,19,30,,
추천대교,전라북도 전주시 덕진구 팔복동2가 800,강박스거더교(STB),150,10,5,34,,
동산과선교,전라북도 전주시 덕진구 호성동2가 605-17,PC빔교(PC I),130,4,4,33,,
전주천교,전라북도 전주시 덕진구 송천동2가 1082-5,프리플렉스빔교(PF),270,4,4,30,,
관암교,전라북도 전주시 덕진구 우아동1가 685-2,RC중공슬래브교(RCH),115,4,5,25,,
남북교,전라북도 전주시 덕진구 금암동 502-5,PC빔교(PC I),100,2,5,20,,
미산교,전라북도 전주시 덕진구 고랑동 1150-5,PC빔교(PC I),241.6,2,8,30,,
소양교,전라북도 전주시 덕진구 호성동2가 4-1,프리플렉스빔교(PF),276,2,9,33,,
백제교,전라북도 전주시 덕진구 진북동 1172-17,프리플렉스빔교(PF),109,8,5,30,,
소양2교,전라북도 전주시 덕진구 호성동2가 66-6,PC빔교(PC I),193.2,4,7,27.5,,
삼천교,전라북도 전주시 완산구 평화동3가 808-3,PSC Beam Girder,140,2,4,35,,
마전교(신),전라북도 전주시 완산구 서신동 738-8,프리플렉스빔교(PF),164,4,6,35,,
이동교,전라북도 전주시 완산구 효자동3가 37-78,강합성형교,100,4,3,40,,
세내교,전라북도 전주시 완산구 삼천동1가 325,프리플렉스빔교(PF),160,5,4,40,,
효자다리,전라북도 전주시 완산구 효자동3가 1577,프리플렉스빔교(PF),107,4,3,35.6,,
홍산교,전라북도 전주시 완산구 효자동3가 1778,라멘교(RA)+강I형교(STI),148.5,4,6,40,,
안적교,전라북도 전주시 완산구 색장동 872-219,RC중공슬래브교(RCH),115,4,5,25,,
신평교,전라북도 전주시 완산구 원당동 283-1,RC슬래브교(RCS),120,2,10,12,,
삼천1교,전라북도 전주시 완산구 석구동 806-74,PC빔교(PC I),270,4,9,30,,
원당교,전라북도 전주시 완산구 원당동 ,RC슬래브교(RCS),116,2,8,14.5,,
서신교,전라북도 전주시 완산구 서신동 57-3,RC슬래브교(RCS),100,4,8,12.5,,
한벽교,전라북도 전주시 완산구 교동 산1022,RC중공슬래브교(RCH),103.6,4,6,20,,
사평교,전라북도 전주시 완산구 서신동 91,프리플렉스빔교(PF),118,4,4,29.5,,
서곡교,전라북도 전주시 완산구 서신동 640,프리플렉스빔교(PF),180,6,6,30,,
신원당교,전라북도 전주시 완산구 원당동 2-1,RC슬래브교(RCS),116,2,8,15,,
왕산마리나교,인천광역시 중구 을왕동 980,SPC라멘교 + S&C파일,119,3,7,17,,
원곡물류단지램프교,경기도 안성시 원곡면 칠곡리 181-14,STEEL BOX GIDER,140,2,3,50,,
금석천교(양성방향),경기도 안성시 옥산동 214-2,SCP 합성거더교,57,2,1,57,,
금석천교(천안방향),경기도 안성시 옥산동 213-3,SCP 합성거더교,57,2,1,57,,
고삼대교,경기도 안성시 고삼면 대갈리 517-2,PC빔교(PC I),120,2,4,30,,
보동2교,경기도 안성시 양성면 방축리 80-11,RC슬래브교(RCS),110,2,8,13.8,,
옥산대교,경기도 안성시 옥산동 435-28,RC슬래브교(RCS),120,4,8,15,,
가사고가차도,경기도 안성시 가사동 51-48,강박스거더교(STB),115,2,3,45,,
옥천교,경기도 안성시 옥천동 199-9,RC슬래브교(RCS),142,4,10,15,,
옥산교,경기도 안성시 옥산동 263-6,프리플렉스빔교(PF),102.7,4,4,30.1,,
당왕고가차도,경기도 안성시 당왕동 274-1,강박스거더교(STB),130.2,4,3,49,,
석대산단교,부산광역시 해운대구 석대동 ,프리플렉스빔교(PF),107.8,2,3,36.2,,
남송교,경상북도 포항시 북구 흥해읍 남송리 ,IT-,140,1,4,35,,
곡강제2교,경상북도 포항시 북구 흥해읍 곡강리 ,IT+RPF,435,1,12,40,,
이조고가,경상북도 경주시 내남면 이조리 산29-1,"PSC-E, PSC BEAM",1603,2,63,35,,
회야천교,울산광역시 울주군 온양읍 망양리 산 2-1,강판형교(SPG),147.8,0,11,12.1,,
연화교,경상북도 포항시 북구 흥해읍 남송리 ,IPC+STB+RPF+PSC-e,2287,1,63,50,,
대림고가교,대구광역시 동구 대림동 356-3,"PSC, PRECOM, RCS, STB, RAHMEN",1849,1,74,63.5,,
하양고가교,"경상북도 경산시 하양읍 남하제방길 6, 165-2","PSC, IPC거더",1441,2,34,50,,
부호고가,"경상북도 경산시 하양읍 대경로 559, 147-10","PSC, IPC, PRECOM",1080,2,24,50,,
하양교,"경상북도 경산시 하양읍 남하제방길 6, 165-2",PRECOM,120,2,3,40,,
금호고가,"경상북도 영천시 금호읍 성천앞길 112-25, -원제리","P.S.C, I.P.C, R.C Arch",2363,2,136,75,,
화실교,경상북도 경주시 내남면 화곡리 산29-1,"PSC-E, PSC BEAM",567,2,21,35,,
덕적소야교,인천광역시 옹진군 덕적면 덕적북로 64,PSC BOX GIRDER(FCM),650,2,11,140,,
영흥대교,인천광역시 옹진군 영흥면 선재로 358,사장교(CS),1250,2,19,240,,
선재대교,경기도 안산시 단원구 대선로 816 (대부남동),강박스거더교(STB),550,2,10,55,,
신.시도 연도교,인천광역시 옹진군 북도면 신도로 252,IPC GIRDER,240,2,6,40,,
신정양천 정문 진입로,서울특별시 양천구 신정동 276,PC빔교(PC I),156,1,6,26,,
신정양천 중문 진입로,서울특별시 양천구 신정동 276,PC빔교(PC I),129,1,5,26,,
신정양천 후문진입로,서울특별시 양천구 신정동 276,트러스교(TR),252.1,2,10,26,,
마성교,울산광역시 동구 동부동 산164-6,기타-IPC GIRDER,105,2,3,35,,
성골교,울산광역시 동구 주전동 649-1번지,PSC BEAM,210,2,6,35,,
삼향교,전라남도 무안군 삼향읍 남악리 1407,프리플렉스빔교(PF),124,2,3,44,,
와촌교(포항),경상북도 경산시 와촌면 박사리 산21-9,강박스거더교(STB),500,2,10,50,,
와촌교(대구),경상북도 경산시 와촌면 박사리 산21-9,강박스거더교(STB),500,3,10,50,,
도동1교(대구),대구광역시 동구 도동 산182-1,강박스거더교(STB),210,2,4,60,,
박사1교(대구),경상북도 경산시 와촌면 소월리 1408-2,강박스거더교(STB),100,2,2,50,,
박사1교(포항),경상북도 경산시 와촌면 소월리 1408-2,강박스거더교(STB),100,2,2,50,,
신한1교(대구),경상북도 경산시 와촌면 강학리 68,강박스거더교(STB),320,3,6,55,,
신한1교(포항),경상북도 경산시 와촌면 강학리 68,강박스거더교(STB),320,2,6,55,,
도동2교(대구),대구광역시 동구 도동 산32-13,강박스거더교(STB),200,2,4,50,,
청통천교(진출),경상북도 경산시 와촌면 소월리 264-15,steel plate girder,100,3,2,50,,
청통천교(진입),경상북도 경산시 와촌면 소월리 246-15,steel plate girder,100,2,2,50,,
내단2교(대구),경상북도 포항시 북구 기계면 내단리 190-6,강박스거더교(STB),440,2,8,60,,
기계3교(포항),경상북도 포항시 북구 기계면 봉계리 455-1,강박스거더교(STB),130,3,3,50,,
학전3교(대구),경상북도 포항시 북구 흥해읍 대련리 산202-3,강박스거더교(STB),170,2,3,70,,
포항IC1교(포항),경상북도 포항시 남구 연일읍 학전리 산21-3,강박스거더교(STB),140,2,3,55,,
삼부천교(대구),경상북도 영천시 화산면 암기리 산68-1,steel plate girder,110,3,2,55,,
삼부천교(포항),경상북도 영천시 화산면 암기리 산68-1,steel plate girder,110,3,2,55,,
다산2교(대구),경상북도 경주시 강동면 다산리 산53-5,강박스거더교(STB),230,2,5,50,,
다산2교(포항),경상북도 경주시 강동면 다산리 산53-5,강박스거더교(STB),230,2,5,50,,
학전3교(포항),경상북도 포항시 북구 흥해읍 대련리 산202-3,강박스거더교(STB),170,2,3,70,,
포항IC1교(대구),경상북도 포항시 남구 연일읍 학전리 산21-3,강박스거더교(STB),155,2,3,60,,
도동대교(포항),대구광역시 동구 도동 산185-1,강박스거더교(STB),960,2,18,55,,
고현천교(대구),경상북도 영천시 매산동 1-2,강박스거더교(STB),230,3,5,50,,
고현천교(포항),경상북도 영천시 매산동 1-2,강박스거더교(STB),230,3,5,50,,
도동IC교,대구광역시 동구 도동 산85-3,강박스거더교(STB),150,4,3,70,,
도동1교(포항),대구광역시 동구 도동 산182-1,강박스거더교(STB),210,2,4,60,,
수성3교(대구),경상북도 영천시 임고면 수성리 747-2,강박스거더교(STB),55,3,1,55,,
수성3교(포항),경상북도 영천시 임고면 수성리 747-2,강박스거더교(STB),55,3,1,55,,
사동3교(대구),경상북도 영천시 임고면 수성리 산 287-9,강박스거더교(STB),55,3,1,55,,
사동3교(포항),경상북도 영천시 임고면 수성리 산 287-11,강박스거더교(STB),55,3,1,55,,
연일JCT교(대구),경상북도 포항시 북구 흥해읍 대련리 산178-2,강박스거더교(STB),50,3,1,50,,
내단2교(포항),경상북도 포항시 북구 기계면 내단리 190-6,강박스거더교(STB),480,2,9,60,,
사동1교(대구),경상북도 영천시 임고면 사리 산157-7,강박스거더교(STB),430,3,8,55,,
사동1교(포항),경상북도 영천시 임고면 사리 산157-7,강박스거더교(STB),430,3,8,55,,
기계4교(대구),경상북도 포항시 북구 기계면 지가리 700-24,강박스거더교(STB),580,3,10,60,,
기계1교(대구),경상북도 포항시 북구 기계면 봉계리 산19-1,강박스거더교(STB),525,3,9,60,,
자호천교(대구),경상북도 영천시 임고면 삼매리 231-39,강박스거더교(STB),520,3,9,60,,
자호천교(포항),경상북도 영천시 임고면 삼매리 231-39,강박스거더교(STB),520,3,9,60,,
연일JCT교(포항),경상북도 포항시 북구 흥해읍 대련리 산178-2,강박스거더교(STB),50,3,1,50,,
기계1교(포항),경상북도 포항시 북구 기계면 봉계리 산19-1,강박스거더교(STB),535,3,9,60,,
기계2교(대구),경상북도 포항시 북구 기계면 봉계리 산13-1,강박스거더교(STB),760,3,13,60,,
화산교(대구),경상북도 영천시 화산면 석촌리 산9-1,steel plate girder,950,2,23,52.5,,
화산교(포항),경상북도 영천시 화산면 석촌리 산9-1,steel plate girder,950,2,23,52.5,,
기계2교(포항),경상북도 포항시 북구 기계면 봉계리 산13-1,강박스거더교(STB),720,3,12,60,,
박사천교(대구),경상북도 경산시 와촌면 박사리 114-1,steel plate girder,640,2,16,40,,
박사천교(포항),경상북도 경산시 와촌면 박사리 114-1,steel plate girder,640,2,16,40,,
기계3교(대구),경상북도 포항시 북구 기계면 봉계리 455-1,강박스거더교(STB),130,3,3,50,,
기계4교(포항),경상북도 포항시 북구 기계면 지가리 700-24,강박스거더교(STB),580,3,10,60,,
도동대교(대구),대구광역시 동구 도동 산185-1,강박스거더교(STB),1000,2,20,55,,
죽곡2교(대구),경상북도 영천시 화남면 죽곡리 산100-7,PC빔교(PC I),150,3,5,30,,
죽곡2교(포항),경상북도 영천시 화남면 죽곡리 산100-7,PC빔교(PC I),150,3,5,30,,
지가교(포항),경상북도 포항시 북구 기계면 지가리 산44-5,PC빔교(PC I),300,3,10,30,,
포항IC2교,경상북도 포항시 남구 연일읍 학전리 산21-3,강박스거더교(STB),133.7,1,3,49.5,,
사동2교(포항),경상북도 영천시 임고면 사리 산119-4,강박스거더교(STB),405,3,9,45,,
수성2교(대구),경상북도 영천시 임고면 수성리 865-1,PC빔교(PC I),210,3,7,30,,
수성2교(포항),경상북도 영천시 임고면 수성리 865-1,PC빔교(PC I),210,3,7,30,,
도동2교(포항),대구광역시 동구 도동 산32-13,강박스거더교(STB),200,2,4,50,,
평광교(포항),대구광역시 동구 평광동 산351-1,P.S.C Beam,180,2,6,30,,
진인1교(포항),대구광역시 동구 진인동 산87,P.S.C Beam,300,2,10,30,,
현내1교(포항),경상북도 포항시 북구 기계면 현내리 산62-1,PC빔교(PC I),210,3,7,30,,
평광교(대구),대구광역시 동구 평광동 1487-1,P.S.C Beam,180,2,6,30,,
북영천IC교(대구),경상북도 영천시 매산동 산5-3,강박스거더교(STB),160,4,4,45,,
북영천IC교(포항),경상북도 영천시 매산동 산5-3,강박스거더교(STB),160,3,4,45,,
진인1교(대구),대구광역시 동구 진인동 산83-1,P.S.C Beam,330,2,11,30,,
신호2교(대구),경상북도 영천시 화남면 신호리 산42-6,PC빔교(PC I),240,3,8,30,,
신호2교(포항),경상북도 영천시 화남면 신호리 산42-6,PC빔교(PC I),240,3,8,30,,
북영천IC3교,경상북도 영천시 매산동 1-3,PC빔교(PC I),150,4,5,30,,
사동2교(대구),경상북도 영천시 임고면 사리 산119-4,강박스거더교(STB),405,3,9,45,,
보성교(대구),경상북도 영천시 청통면 보성리 94-1,PC빔교(PC I),240,2,8,30,,
보성교(포항),경상북도 영천시 청통면 보성리 94-1,PC빔교(PC I),240,2,8,30,,
다산1교(대구),경상북도 경주시 강동면 다산리 232-5,PC빔교(PC I),270,2,9,30,,
단구1교(포항),경상북도 경주시 강동면 단구리 1301-1,PC빔교(PC I),120,2,4,30,,
지가교(대구),경상북도 포항시 북구 기계면 지가리 산44-5,PC빔교(PC I),300,3,10,30,,
다산1교(포항),경상북도 경주시 강동면 다산리 232-5,PC빔교(PC I),270,2,9,30,,
현내1교(대구),경상북도 포항시 북구 기계면 현내리 산62-1,PC빔교(PC I),210,3,7,30,,
단구1교(대구),경상북도 경주시 강동면 단구리 1301-1,PC빔교(PC I),120,2,4,30,,
서포항IC2교,경상북도 포항시 북구 기계면 현내리 1153-86,강박스거더교(STB),115,1,3,45,,
화대천교(대구),경상북도 포항시 북구 기계면 현내리 83,PC빔교(PC I),120,2,4,30,,
화대천교(포항),경상북도 포항시 북구 기계면 현내리 83,PC빔교(PC I),120,2,4,30,,
대창교,전라북도 임실군 신평면 대리 ,라멘교(RA),160,2,8,20,,
송방천5교,경기도 화성시 산척동 355-1,프리플렉스빔교(PF),100,8,2,50,,
송방천4교,경기도 화성시 산척동 627-10,프리플렉스빔교(PF),52,3,1,52,,
송방천3교,경기도 화성시 산척동 652-4,프리플렉스빔교(PF),160,8,4,44,,
동패IC RAMP-A1(명칭변경:운정IC램프3교),경기도 파주시 동패동 189,ST-BOX,100,2,2,50,,
와석교,경기도 파주시 교하읍 야당리 ,케이블지지 강합성교,120,6,2,60,,
와동육교,경기도 파주시 금촌동 ,강박스거더교(STB),180,4,4,50,,
금촌램프D교,경기도 파주시 금촌동 ,강박스거더교(STB),322,1,7,57,,
교하교,경기도 파주시 교하면 교하리,PC빔교(PC I),210,4,4,52.5,,
교하신교,경기도 파주시 교하동 ,STEEL BOX GIRDER,240,4,4,60,,
오도교,경기도 파주시 오도동 321-2,Steel Box Girder,240,4,4,65,,
황룡과선교,경기도 파주시 야당동 692번지 일원,강박스거더교(STB),197,2,5,40,,
가재월교(명칭변경:동패1교),경기도 파주시 동패동 332-9,I.P.C GIRDER교,120,10,3,40,,
오두산2교,경기도 파주시 탄현면 성동리 산56-1번지,강박스거더교(STB),98,2,2,57.6,,
차도교#13 가온교,경기도 파주시 와동동 수변공원 1호로트(운정호수 소리천 합류부),사장교(CS),70,4,1,70,,
운정육교(명칭변경:한울교),경기도 파주시 동패동 149,precom,50,4,1,50,,
금촌교,경기도 파주시 하지석동 ,R.P.F 빔교,50,4,1,50,,
미리내고가차도교,경기도 파주시 가람로21번길 30 (와동동),아치교(AR),310.5,7,5,80,,
파주운정지구 교량등소리2교,경기도 파주시 교하읍 야당리 ,STEEL BOX GIRDER,55,2,1,55,,
파주운정지구 교량등책향기교(하행),경기도 파주시 교하읍 야당리 ,STEEL BOX GIRDER,50,3,1,50,,
파주운정지구 교량등책향기교(상행),경기도 파주시 교하읍 야당리 ,STEEL BOX GIRDER,50,3,1,50,,
파주운정지구 교량등소리교3,경기도 파주시 교하읍 야당리 ,STEEL BOX GIRDER,55,7,1,55,,
운정과선교,경기도 파주시 교하읍 와동리 ,STEEL BOX GIRDER,237,4,5,55,,
금파교,경기도 파주시 파평면 금파리 ,PC빔교(PC I),120,2,4,30,,
창만협동교,경기도 파주시 만장산로 239,RC슬래브교(RCS),120,2,8,15,,
곡릉수문교,경기도 파주시 교하읍 송촌리,PC빔교(PC I),300,2,10,30,,
신문산교,경기도 파주시 문산읍 내포리 1435-3,Precom I-girder,215,4,5,43,,
문발램프B교,경기도 파주시 교하읍 ,강박스거더교(STB),290,1,9,40,,
문발램프E교,경기도 파주시 교하읍 ,강박스거더교(STB),115,2,3,45,,
문발램프F교,경기도 파주시 교하읍 ,강박스거더교(STB),115,1,3,45,,
금촌램프A교,경기도 파주시 금촌동 ,강박스거더교(STB),305,4,7,45,,
문발램프A교,경기도 파주시 교하읍 ,강박스거더교(STB),346,2,10,45,,
앵골과선교,경기도 파주시 교하읍 야당리 ,프리플렉스빔교(PF),210,4,7,30,,
야당과선교,경기도 파주시 교하읍 야당리 ,프리플렉스빔교(PF),210,2,7,30,,
광탄교,경기도 파주시 광탄면 방축리,RC슬래브교(RCS),110,2,6,18.5,,
연풍2교,경기도 파주시 파주읍 파주리 ,PF BEAM교,120,4,3,40,,
봉일천2교,경기도 파주시 조리읍 등원리 338-6,PC빔교(PC I),215,2,5,43,,
의성교(신),경상북도 의성군 의성읍 원당리 1번지 일원,PC빔교(PC I),110,4,4,27.5,,
의성교,경상북도 의성군 의성읍 후죽리,PC빔교(PC I),110,2,4,27.5,,
죽성육교,제주특별자치도 제주시 오등동 ,강박스거더교(STB),55,4,1,55,,
달무육교,제주특별자치도 제주시 아라일동 ,합성형SREEL BOX GIRDER교,50.1,4,1,50.1,,
무수천 제2교,제주특별자치도 제주시 해안동 2278-1,아치교(AR),170,4,5,70,,
연북2교,제주특별자치도 제주시 오라2동 ,PSC I BEAM,150.6,6,5,30.2,,
내도교,제주특별자치도 제주시 내도동 ,PSC BEAM,121.8,2,3,40.6,,
남리교(하행선),경기도 용인시 처인구 남동 347-10,강 I 빔교(ST I),230,6,5,50,,
남리교(상행선),경기도 용인시 처인구 남동 352-9,강 I 빔교(ST I),230,6,5,50,,
기선교,경기도 용인시 처인구 남동 265-1,강 I 빔교(ST I),480,4,10,50,,
마평육교(상행선),경기도 용인시 처인구 마평동 산58-20,강 I 빔교(ST I),110,6,3,50,,
마평육교(하행선),경기도 용인시 처인구 마평동 266-22,강 I 빔교(ST I),110,6,3,50,,
전궁교,경기도 용인시 처인구 남사면 전궁리 428-1번지,RC중공슬래브교(RCH),120,2,5,25,,
